age,job,marital,education,default,balance,day,month,duration,campaign,pdays,previous,poutcome,y,housing,loan
46,management,married,tertiary,no,0,20,aug,96,3,-1,0,unknown,no,no,no
51,housemaid,married,primary,no,3486,20,aug,135,11,-1,0,unknown,no,no,no
32,technician,single,tertiary,no,35,20,aug,96,8,-1,0,unknown,no,no,no
40,technician,married,secondary,yes,-432,20,aug,1464,3,-1,0,unknown,no,yes,yes
54,housemaid,married,unknown,no,909,20,aug,111,3,-1,0,unknown,no,no,no
38,technician,married,secondary,no,63,20,aug,320,4,-1,0,unknown,no,no,no
30,management,single,tertiary,no,30,21,aug,220,5,-1,0,unknown,no,no,no
43,technician,married,secondary,no,253,21,aug,111,5,-1,0,unknown,no,no,no
42,management,married,tertiary,no,99,21,aug,92,4,-1,0,unknown,no,no,no
59,retired,married,primary,no,56,21,aug,432,5,-1,0,unknown,no,no,no
41,management,married,tertiary,no,185,21,aug,286,12,-1,0,unknown,no,no,no
47,technician,married,secondary,no,644,21,aug,169,13,-1,0,unknown,no,no,no
54,management,divorced,tertiary,no,205,21,aug,182,6,-1,0,unknown,no,no,no
52,blue-collar,married,primary,no,990,21,aug,96,2,-1,0,unknown,no,no,no
34,housemaid,married,secondary,yes,0,21,aug,398,2,-1,0,unknown,no,no,no
34,technician,single,secondary,no,0,21,aug,163,2,-1,0,unknown,no,no,no
40,management,married,tertiary,no,185,21,aug,310,2,-1,0,unknown,no,no,no
47,management,married,tertiary,no,1224,21,aug,189,2,-1,0,unknown,no,no,no
38,technician,single,secondary,no,0,21,aug,66,2,-1,0,unknown,no,no,no
36,technician,single,secondary,no,310,21,aug,115,2,-1,0,unknown,no,no,no
35,management,married,tertiary,no,109,21,aug,257,2,-1,0,unknown,no,no,yes
36,management,married,tertiary,no,35,21,aug,246,4,-1,0,unknown,no,no,no
36,management,single,tertiary,no,1246,21,aug,63,2,-1,0,unknown,no,no,no
40,technician,single,secondary,no,572,21,aug,971,2,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,196,21,aug,210,2,-1,0,unknown,no,no,no
51,management,married,tertiary,no,-3,21,aug,79,2,-1,0,unknown,no,no,no
38,technician,married,secondary,no,13,21,aug,311,2,-1,0,unknown,no,no,no
40,management,married,tertiary,no,52527,21,aug,140,11,-1,0,unknown,no,no,no
42,technician,married,secondary,no,5,21,aug,98,2,-1,0,unknown,no,no,no
31,management,single,tertiary,no,0,21,aug,218,2,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,213,21,aug,152,2,-1,0,unknown,no,no,no
33,management,married,tertiary,no,0,21,aug,102,2,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,1805,21,aug,211,4,-1,0,unknown,no,no,no
32,self-employed,married,secondary,yes,9,21,aug,331,2,-1,0,unknown,no,no,no
36,unknown,married,primary,no,0,21,aug,238,2,-1,0,unknown,no,no,no
53,blue-collar,married,unknown,no,0,21,aug,150,2,-1,0,unknown,no,no,no
53,blue-collar,married,secondary,no,-31,21,aug,82,8,-1,0,unknown,no,no,no
58,retired,married,primary,no,358,21,aug,396,2,-1,0,unknown,no,no,no
30,technician,married,tertiary,no,0,21,aug,351,6,-1,0,unknown,no,no,no
33,management,married,tertiary,no,51,21,aug,273,2,-1,0,unknown,no,yes,no
31,technician,single,tertiary,yes,24,21,aug,246,2,-1,0,unknown,no,no,no
45,technician,married,tertiary,no,0,21,aug,103,2,-1,0,unknown,no,no,no
39,technician,single,tertiary,no,0,21,aug,121,2,-1,0,unknown,no,no,no
41,technician,divorced,secondary,no,988,21,aug,429,2,-1,0,unknown,no,no,no
44,management,married,secondary,no,0,21,aug,167,2,-1,0,unknown,no,no,no
48,blue-collar,married,primary,no,492,21,aug,139,2,-1,0,unknown,no,no,yes
46,management,married,tertiary,yes,-337,21,aug,120,2,-1,0,unknown,no,no,yes
44,management,divorced,tertiary,no,243,21,aug,118,4,-1,0,unknown,no,no,no
37,management,single,tertiary,no,102,21,aug,101,2,-1,0,unknown,no,yes,no
43,technician,married,tertiary,no,1485,21,aug,180,2,-1,0,unknown,no,no,no
58,management,married,tertiary,no,287,21,aug,676,8,-1,0,unknown,no,yes,no
50,management,divorced,tertiary,no,83,21,aug,40,2,-1,0,unknown,no,yes,no
34,technician,single,secondary,no,666,21,aug,1503,2,-1,0,unknown,yes,no,no
42,management,single,tertiary,yes,0,21,aug,384,5,-1,0,unknown,no,no,yes
33,technician,single,secondary,no,422,21,aug,289,2,-1,0,unknown,no,no,no
35,technician,single,tertiary,no,147,21,aug,134,2,-1,0,unknown,no,no,no
30,technician,single,secondary,no,-123,21,aug,120,2,-1,0,unknown,no,no,yes
31,technician,single,secondary,no,388,21,aug,115,2,-1,0,unknown,no,no,no
51,blue-collar,married,primary,no,0,21,aug,234,4,-1,0,unknown,no,no,no
30,technician,married,secondary,no,9,21,aug,129,2,-1,0,unknown,no,no,no
37,technician,married,secondary,no,28,21,aug,101,2,-1,0,unknown,no,no,no
32,technician,single,secondary,no,0,21,aug,126,2,-1,0,unknown,no,no,no
38,technician,married,secondary,no,1960,21,aug,161,2,-1,0,unknown,no,yes,no
56,technician,married,tertiary,no,73,21,aug,644,4,-1,0,unknown,yes,no,no
46,services,married,secondary,no,244,21,aug,139,2,-1,0,unknown,no,no,no
55,blue-collar,married,unknown,no,196,21,aug,168,2,-1,0,unknown,no,no,no
32,housemaid,single,tertiary,no,4,21,aug,776,2,-1,0,unknown,no,yes,no
36,management,married,tertiary,no,0,21,aug,173,2,-1,0,unknown,no,no,no
53,blue-collar,married,primary,no,2295,21,aug,65,10,-1,0,unknown,no,no,no
52,blue-collar,married,primary,no,924,21,aug,93,4,-1,0,unknown,no,no,no
50,services,divorced,secondary,yes,-210,21,aug,153,7,-1,0,unknown,no,no,yes
36,technician,married,secondary,no,1130,21,aug,223,8,-1,0,unknown,no,no,no
45,blue-collar,married,secondary,no,13156,21,aug,62,4,-1,0,unknown,no,no,no
33,housemaid,married,primary,no,167,21,aug,141,2,-1,0,unknown,no,no,no
34,management,married,tertiary,no,468,21,aug,104,2,-1,0,unknown,no,no,no
47,management,single,tertiary,no,0,21,aug,136,2,-1,0,unknown,no,no,no
30,management,married,tertiary,no,4948,21,aug,376,2,-1,0,unknown,no,no,no
45,blue-collar,married,secondary,no,430,21,aug,140,2,-1,0,unknown,no,no,yes
32,technician,single,tertiary,no,0,21,aug,119,2,-1,0,unknown,no,no,no
31,technician,single,tertiary,no,-1,21,aug,117,4,-1,0,unknown,no,no,no
45,blue-collar,married,primary,no,1251,21,aug,126,4,-1,0,unknown,no,no,yes
44,technician,divorced,secondary,no,65,21,aug,148,4,-1,0,unknown,no,no,no
39,technician,married,secondary,no,22,21,aug,76,2,-1,0,unknown,no,no,no
55,technician,married,tertiary,no,11,21,aug,588,2,-1,0,unknown,no,no,no
34,technician,single,tertiary,no,0,21,aug,121,2,-1,0,unknown,no,no,no
33,management,married,tertiary,no,150,21,aug,151,2,-1,0,unknown,no,no,no
57,technician,divorced,tertiary,no,96,21,aug,913,4,-1,0,unknown,yes,no,no
38,management,married,tertiary,no,3995,21,aug,1111,6,-1,0,unknown,no,no,no
35,technician,married,secondary,no,249,21,aug,205,8,-1,0,unknown,no,no,no
53,technician,married,secondary,no,144,21,aug,282,4,-1,0,unknown,no,no,no
42,technician,single,secondary,no,0,21,aug,656,2,-1,0,unknown,no,no,no
33,technician,married,tertiary,no,15,21,aug,97,2,-1,0,unknown,no,no,no
36,housemaid,married,secondary,no,0,21,aug,76,2,-1,0,unknown,no,no,no
31,management,single,tertiary,no,0,21,aug,243,2,-1,0,unknown,no,no,no
56,management,married,tertiary,no,502,21,aug,321,2,-1,0,unknown,no,no,no
31,unemployed,single,secondary,no,2066,21,aug,162,2,-1,0,unknown,no,no,yes
34,management,single,tertiary,no,0,21,aug,183,2,-1,0,unknown,no,no,no
41,housemaid,married,primary,no,39,21,aug,299,4,-1,0,unknown,no,no,no
34,technician,married,secondary,no,-255,21,aug,179,2,-1,0,unknown,no,yes,no
41,technician,married,secondary,no,1032,21,aug,64,2,-1,0,unknown,no,yes,no
34,management,married,tertiary,no,0,21,aug,124,2,-1,0,unknown,no,no,no
60,retired,married,secondary,no,404,21,aug,335,2,-1,0,unknown,no,no,no
36,admin.,single,secondary,no,8,21,aug,115,2,-1,0,unknown,no,no,no
35,technician,single,tertiary,no,8,21,aug,169,2,-1,0,unknown,no,no,no
36,management,married,tertiary,no,0,21,aug,90,8,-1,0,unknown,no,yes,no
51,management,married,tertiary,no,307,21,aug,244,6,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,-970,21,aug,194,2,-1,0,unknown,no,no,yes
57,blue-collar,married,secondary,no,2887,21,aug,819,10,-1,0,unknown,yes,no,no
40,technician,married,secondary,no,1498,21,aug,139,4,-1,0,unknown,no,no,yes
34,management,single,tertiary,no,886,21,aug,104,2,-1,0,unknown,no,yes,no
57,technician,single,secondary,no,104,21,aug,297,2,-1,0,unknown,no,no,no
33,technician,divorced,secondary,no,9,21,aug,91,2,-1,0,unknown,no,no,no
57,technician,married,tertiary,no,121,21,aug,135,2,-1,0,unknown,no,no,no
34,management,divorced,tertiary,no,0,21,aug,123,2,-1,0,unknown,no,no,no
48,self-employed,married,secondary,no,91,21,aug,136,8,-1,0,unknown,no,no,no
30,technician,single,secondary,no,0,21,aug,166,4,-1,0,unknown,no,no,no
30,management,married,tertiary,no,562,21,aug,137,4,-1,0,unknown,no,no,no
55,technician,married,tertiary,no,1354,21,aug,545,4,-1,0,unknown,no,no,no
52,technician,divorced,secondary,no,225,21,aug,58,2,-1,0,unknown,no,no,no
30,technician,married,tertiary,no,423,21,aug,230,2,-1,0,unknown,no,yes,no
32,management,single,tertiary,no,46,21,aug,788,6,-1,0,unknown,yes,no,no
33,management,single,tertiary,no,20,21,aug,329,2,-1,0,unknown,no,no,no
39,technician,married,secondary,no,564,21,aug,86,4,-1,0,unknown,no,no,no
50,blue-collar,married,primary,no,533,21,aug,212,4,-1,0,unknown,no,no,no
47,management,married,tertiary,no,509,21,aug,898,4,-1,0,unknown,no,no,yes
32,management,single,tertiary,no,438,21,aug,318,5,-1,0,unknown,no,no,no
54,self-employed,married,secondary,no,77,21,aug,180,4,-1,0,unknown,no,no,no
31,technician,single,tertiary,no,176,21,aug,241,4,-1,0,unknown,no,no,no
55,blue-collar,married,primary,no,400,21,aug,137,4,-1,0,unknown,no,no,no
48,blue-collar,married,secondary,no,2008,21,aug,238,4,-1,0,unknown,no,no,no
37,management,married,tertiary,no,727,21,aug,176,10,-1,0,unknown,no,no,no
52,admin.,married,tertiary,no,17,21,aug,97,4,-1,0,unknown,no,no,no
31,technician,single,secondary,no,506,21,aug,43,4,-1,0,unknown,no,no,no
35,management,single,tertiary,no,75,21,aug,122,5,-1,0,unknown,no,no,no
34,technician,married,tertiary,no,5060,21,aug,12,21,-1,0,unknown,no,yes,no
37,management,married,secondary,no,31,21,aug,119,4,-1,0,unknown,no,no,no
45,blue-collar,married,secondary,no,1179,21,aug,172,6,-1,0,unknown,no,no,no
31,technician,single,tertiary,no,26,21,aug,419,4,-1,0,unknown,no,no,no
33,management,divorced,tertiary,no,433,21,aug,575,4,-1,0,unknown,no,no,no
31,technician,single,tertiary,no,110,21,aug,238,4,-1,0,unknown,no,no,no
48,technician,divorced,secondary,no,0,21,aug,76,4,-1,0,unknown,no,no,no
57,self-employed,married,secondary,no,2109,21,aug,107,6,-1,0,unknown,no,no,no
31,technician,married,secondary,no,28,21,aug,175,2,-1,0,unknown,no,no,no
43,technician,married,tertiary,no,226,21,aug,156,6,-1,0,unknown,no,no,no
50,management,married,tertiary,no,0,21,aug,89,2,-1,0,unknown,no,no,no
32,management,married,secondary,no,134,21,aug,181,4,-1,0,unknown,no,no,no
32,technician,single,tertiary,no,0,21,aug,660,2,-1,0,unknown,no,no,no
60,blue-collar,married,secondary,no,0,21,aug,111,2,-1,0,unknown,no,no,no
50,services,married,secondary,no,1501,21,aug,946,4,-1,0,unknown,yes,no,no
40,technician,married,tertiary,no,278,21,aug,55,7,-1,0,unknown,no,no,no
32,housemaid,married,secondary,no,0,21,aug,435,2,-1,0,unknown,no,no,no
30,services,single,tertiary,no,-477,21,aug,1532,2,-1,0,unknown,yes,no,yes
60,services,married,secondary,no,1446,21,aug,283,6,-1,0,unknown,no,no,no
52,services,married,secondary,no,0,21,aug,202,4,-1,0,unknown,no,no,no
53,admin.,married,secondary,no,105,21,aug,74,2,-1,0,unknown,no,no,yes
50,unknown,married,unknown,no,0,21,aug,120,2,-1,0,unknown,no,no,no
58,retired,married,tertiary,no,0,21,aug,138,2,-1,0,unknown,no,no,no
36,technician,single,secondary,no,18,21,aug,67,2,-1,0,unknown,no,no,no
39,management,married,tertiary,no,1981,21,aug,1026,4,-1,0,unknown,no,no,no
35,technician,married,secondary,no,905,21,aug,114,2,-1,0,unknown,no,no,yes
40,management,married,tertiary,no,700,21,aug,88,6,-1,0,unknown,no,yes,no
31,technician,single,tertiary,no,424,21,aug,93,2,-1,0,unknown,no,no,no
39,management,single,tertiary,no,86,21,aug,140,4,-1,0,unknown,no,yes,no
45,management,married,tertiary,no,-459,21,aug,508,6,-1,0,unknown,no,no,no
57,admin.,married,unknown,no,1401,21,aug,91,22,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,6619,21,aug,239,8,-1,0,unknown,no,yes,no
44,management,married,tertiary,no,7635,21,aug,719,5,-1,0,unknown,no,no,no
47,management,single,tertiary,no,440,21,aug,71,4,-1,0,unknown,no,no,no
47,blue-collar,married,primary,no,468,21,aug,381,7,-1,0,unknown,no,no,no
34,management,single,tertiary,no,0,21,aug,191,2,-1,0,unknown,no,no,no
56,admin.,married,secondary,no,1694,21,aug,793,10,-1,0,unknown,yes,no,no
31,management,single,tertiary,no,284,21,aug,45,4,-1,0,unknown,no,no,no
37,management,married,tertiary,no,292,21,aug,133,2,-1,0,unknown,no,no,no
45,management,married,tertiary,no,0,21,aug,144,2,-1,0,unknown,no,no,no
34,technician,single,secondary,no,202,21,aug,114,2,-1,0,unknown,no,yes,no
37,technician,divorced,secondary,no,-18,21,aug,870,4,-1,0,unknown,no,no,no
33,management,married,tertiary,no,137,21,aug,70,2,-1,0,unknown,no,yes,yes
46,management,married,tertiary,yes,549,21,aug,87,8,-1,0,unknown,no,no,no
34,management,single,tertiary,no,0,21,aug,129,4,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,8097,21,aug,500,2,-1,0,unknown,no,no,yes
36,management,married,tertiary,no,518,21,aug,48,1,-1,0,unknown,no,no,no
33,technician,divorced,secondary,no,557,21,aug,362,1,-1,0,unknown,no,yes,no
30,management,married,tertiary,no,151,21,aug,121,1,-1,0,unknown,no,no,no
48,management,married,tertiary,no,11,21,aug,102,9,-1,0,unknown,no,yes,no
37,management,married,tertiary,no,21,21,aug,50,12,-1,0,unknown,no,no,no
43,management,married,tertiary,no,0,21,aug,127,3,-1,0,unknown,no,no,no
30,management,single,tertiary,no,55,21,aug,132,1,-1,0,unknown,no,no,no
37,self-employed,married,secondary,no,744,21,aug,161,3,-1,0,unknown,no,yes,yes
37,management,married,secondary,no,510,21,aug,154,6,-1,0,unknown,no,yes,no
53,technician,single,tertiary,no,1,21,aug,190,1,-1,0,unknown,no,no,no
33,technician,married,secondary,no,7621,21,aug,68,1,-1,0,unknown,no,no,no
55,blue-collar,married,secondary,no,196,21,aug,81,1,-1,0,unknown,yes,no,no
42,technician,single,secondary,no,25,21,aug,148,1,-1,0,unknown,no,yes,no
34,technician,single,secondary,no,161,21,aug,406,1,-1,0,unknown,no,no,no
49,technician,divorced,secondary,no,57,21,aug,396,3,-1,0,unknown,no,no,no
34,management,single,tertiary,no,197,21,aug,274,4,-1,0,unknown,no,no,yes
49,services,married,secondary,no,400,21,aug,151,3,-1,0,unknown,no,no,no
52,management,married,tertiary,no,291,21,aug,150,3,-1,0,unknown,no,no,no
57,technician,married,tertiary,no,0,21,aug,242,5,-1,0,unknown,no,no,no
57,retired,married,primary,no,0,21,aug,394,3,-1,0,unknown,no,no,no
51,housemaid,married,tertiary,no,990,21,aug,189,5,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,316,21,aug,126,3,-1,0,unknown,no,no,no
33,technician,divorced,secondary,no,0,21,aug,224,8,-1,0,unknown,no,no,no
32,management,single,tertiary,no,41,21,aug,686,5,-1,0,unknown,yes,no,no
35,technician,married,secondary,no,84,21,aug,415,3,-1,0,unknown,no,yes,no
31,management,married,tertiary,no,351,21,aug,165,3,-1,0,unknown,no,no,no
35,management,single,tertiary,no,0,21,aug,183,8,-1,0,unknown,no,no,no
32,management,single,tertiary,no,154,21,aug,301,3,-1,0,unknown,no,no,yes
37,management,married,secondary,no,38,21,aug,94,13,-1,0,unknown,no,no,no
55,blue-collar,married,secondary,no,644,21,aug,42,3,-1,0,unknown,no,no,no
39,management,married,tertiary,no,1363,21,aug,294,3,-1,0,unknown,no,no,no
36,self-employed,married,primary,no,161,21,aug,239,3,-1,0,unknown,no,no,no
32,technician,single,tertiary,no,178,21,aug,159,3,-1,0,unknown,no,no,no
33,management,single,tertiary,no,206,21,aug,231,3,-1,0,unknown,no,no,no
34,self-employed,single,tertiary,no,462,21,aug,1877,3,-1,0,unknown,yes,no,no
53,housemaid,married,primary,no,70,21,aug,77,8,-1,0,unknown,no,no,no
35,unknown,married,primary,no,4144,21,aug,310,3,-1,0,unknown,no,no,no
59,blue-collar,married,primary,no,0,21,aug,140,5,-1,0,unknown,no,yes,yes
30,management,married,tertiary,no,0,21,aug,142,2,-1,0,unknown,no,no,no
47,technician,married,secondary,no,11,21,aug,184,3,-1,0,unknown,no,no,no
31,technician,single,secondary,no,4,21,aug,102,3,-1,0,unknown,no,no,no
31,housemaid,married,primary,no,25,21,aug,169,5,-1,0,unknown,no,no,no
32,technician,married,secondary,no,0,21,aug,120,3,-1,0,unknown,no,no,no
34,management,married,secondary,no,355,21,aug,314,3,-1,0,unknown,no,no,no
47,self-employed,married,secondary,no,3279,21,aug,189,4,-1,0,unknown,no,no,no
34,technician,married,secondary,no,22,21,aug,270,3,-1,0,unknown,no,no,no
33,management,married,tertiary,no,0,21,aug,148,3,-1,0,unknown,no,no,yes
42,management,married,tertiary,no,37,21,aug,299,1,-1,0,unknown,no,no,no
40,technician,married,secondary,no,318,21,aug,196,4,-1,0,unknown,no,no,no
41,management,married,secondary,no,0,21,aug,280,11,-1,0,unknown,no,no,no
36,technician,single,secondary,no,0,21,aug,42,1,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,69,21,aug,300,1,-1,0,unknown,no,no,no
54,management,married,tertiary,no,1090,21,aug,160,7,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,255,21,aug,247,3,-1,0,unknown,no,no,no
33,management,single,tertiary,no,109,21,aug,122,5,-1,0,unknown,no,no,no
59,housemaid,married,secondary,no,454,21,aug,162,1,-1,0,unknown,no,no,no
30,technician,single,secondary,no,13,21,aug,379,1,-1,0,unknown,no,no,no
47,blue-collar,married,primary,no,0,21,aug,494,4,-1,0,unknown,no,no,no
53,blue-collar,married,primary,no,0,21,aug,195,1,-1,0,unknown,no,no,no
35,management,single,secondary,no,0,21,aug,163,1,-1,0,unknown,no,no,no
31,technician,single,tertiary,no,50,21,aug,794,1,-1,0,unknown,no,no,no
60,management,married,tertiary,no,70,21,aug,36,1,-1,0,unknown,no,no,no
55,blue-collar,married,primary,no,2384,21,aug,331,20,-1,0,unknown,no,no,yes
46,blue-collar,married,primary,no,278,21,aug,153,3,-1,0,unknown,no,no,no
35,management,single,tertiary,no,-146,21,aug,269,1,-1,0,unknown,no,yes,no
49,blue-collar,married,primary,no,1898,21,aug,159,1,-1,0,unknown,no,no,no
30,management,single,tertiary,no,254,21,aug,202,1,-1,0,unknown,no,no,no
37,technician,married,secondary,no,1580,22,aug,92,12,-1,0,unknown,no,no,no
52,retired,married,secondary,no,0,22,aug,351,5,-1,0,unknown,no,no,no
33,technician,divorced,secondary,yes,6,22,aug,239,2,-1,0,unknown,no,no,no
55,management,married,tertiary,no,0,22,aug,64,2,-1,0,unknown,no,no,no
52,retired,married,primary,no,6,22,aug,82,2,-1,0,unknown,no,no,no
43,technician,single,tertiary,no,58,22,aug,97,2,-1,0,unknown,no,no,no
38,technician,married,tertiary,no,664,22,aug,242,2,-1,0,unknown,no,no,no
32,management,single,tertiary,no,0,22,aug,360,2,-1,0,unknown,no,no,no
44,management,married,tertiary,no,38,22,aug,98,5,-1,0,unknown,no,no,no
41,technician,married,secondary,no,1344,22,aug,169,6,-1,0,unknown,no,no,no
47,blue-collar,married,secondary,no,11305,22,aug,118,6,-1,0,unknown,no,no,no
50,services,married,primary,no,-158,22,aug,203,4,-1,0,unknown,no,no,no
41,management,married,tertiary,no,15449,22,aug,136,9,-1,0,unknown,no,no,no
52,management,married,tertiary,no,1339,22,aug,343,5,-1,0,unknown,no,yes,no
31,technician,married,tertiary,no,22,22,aug,122,5,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,516,22,aug,76,7,-1,0,unknown,no,no,no
47,admin.,married,secondary,no,29,22,aug,150,8,-1,0,unknown,no,no,yes
34,technician,married,secondary,no,260,22,aug,142,2,-1,0,unknown,no,yes,no
33,technician,single,secondary,no,18,22,aug,93,2,-1,0,unknown,no,no,no
53,management,married,tertiary,no,32,22,aug,122,2,-1,0,unknown,no,no,yes
37,unemployed,single,secondary,no,42,22,aug,99,2,-1,0,unknown,no,no,no
34,technician,single,secondary,no,229,22,aug,154,2,-1,0,unknown,no,no,no
32,technician,single,secondary,no,-420,22,aug,586,2,-1,0,unknown,no,no,no
31,technician,divorced,tertiary,no,0,22,aug,127,2,-1,0,unknown,no,no,no
52,management,married,tertiary,no,1227,22,aug,1123,4,-1,0,unknown,yes,no,no
45,technician,single,tertiary,no,0,22,aug,87,4,-1,0,unknown,no,no,no
58,services,divorced,secondary,no,183,22,aug,167,2,-1,0,unknown,no,no,no
37,management,married,tertiary,no,981,22,aug,135,2,-1,0,unknown,no,no,no
46,technician,divorced,tertiary,no,532,22,aug,491,2,-1,0,unknown,no,no,no
30,technician,married,secondary,no,398,22,aug,111,2,-1,0,unknown,no,yes,no
43,technician,married,tertiary,no,0,22,aug,78,2,-1,0,unknown,no,no,no
60,self-employed,single,secondary,no,27,22,aug,40,2,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,0,22,aug,34,2,-1,0,unknown,no,no,no
33,management,married,tertiary,no,1109,22,aug,306,2,-1,0,unknown,no,no,no
46,blue-collar,married,primary,no,255,22,aug,95,2,-1,0,unknown,no,no,no
42,management,married,secondary,no,580,22,aug,67,2,-1,0,unknown,no,no,no
47,management,married,secondary,yes,0,22,aug,644,9,-1,0,unknown,no,no,yes
49,technician,married,secondary,no,27,22,aug,57,2,-1,0,unknown,no,no,no
35,self-employed,married,secondary,no,573,22,aug,140,8,-1,0,unknown,no,yes,yes
32,management,single,tertiary,no,98,22,aug,119,2,-1,0,unknown,no,no,no
32,management,single,tertiary,no,522,22,aug,576,2,-1,0,unknown,yes,no,no
31,self-employed,married,tertiary,no,94,22,aug,579,2,-1,0,unknown,yes,no,no
47,technician,married,secondary,no,147,22,aug,136,2,-1,0,unknown,no,no,no
41,technician,married,secondary,no,965,22,aug,336,10,-1,0,unknown,yes,no,no
32,technician,married,secondary,no,14,22,aug,313,6,-1,0,unknown,no,no,no
46,housemaid,single,tertiary,no,1328,22,aug,1241,2,-1,0,unknown,no,no,no
36,technician,married,tertiary,no,0,22,aug,147,2,-1,0,unknown,no,no,no
36,technician,married,secondary,no,366,22,aug,136,6,-1,0,unknown,no,no,yes
58,management,divorced,tertiary,no,0,22,aug,73,3,-1,0,unknown,no,no,no
34,technician,single,secondary,no,95,22,aug,119,8,-1,0,unknown,no,no,no
39,management,single,tertiary,no,139,22,aug,109,2,-1,0,unknown,no,no,no
46,blue-collar,married,primary,no,0,22,aug,65,2,-1,0,unknown,no,no,no
34,technician,married,tertiary,no,149,22,aug,739,2,-1,0,unknown,yes,no,no
52,blue-collar,married,secondary,no,-164,22,aug,314,4,-1,0,unknown,no,no,no
38,technician,married,secondary,no,196,22,aug,252,2,-1,0,unknown,no,no,no
33,management,single,tertiary,no,321,22,aug,227,2,-1,0,unknown,no,no,no
56,retired,married,secondary,no,415,22,aug,158,2,-1,0,unknown,no,no,no
53,blue-collar,married,primary,no,109,22,aug,86,4,-1,0,unknown,no,no,no
58,retired,married,tertiary,no,183,22,aug,246,2,-1,0,unknown,no,no,no
35,technician,divorced,secondary,no,308,22,aug,77,2,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,99,22,aug,296,2,-1,0,unknown,no,no,no
31,management,single,tertiary,no,1536,22,aug,234,2,-1,0,unknown,no,no,no
52,management,married,secondary,no,189,22,aug,90,2,-1,0,unknown,no,no,no
38,technician,single,secondary,no,0,22,aug,305,2,-1,0,unknown,no,no,no
38,management,married,tertiary,no,546,22,aug,82,2,-1,0,unknown,no,no,no
44,management,divorced,tertiary,no,0,22,aug,54,2,-1,0,unknown,no,no,no
44,technician,married,secondary,no,267,22,aug,520,2,-1,0,unknown,yes,no,no
46,blue-collar,married,primary,no,225,22,aug,157,6,-1,0,unknown,no,no,no
50,admin.,married,secondary,no,-195,22,aug,119,4,-1,0,unknown,no,no,no
34,admin.,married,secondary,no,36,22,aug,192,6,-1,0,unknown,no,no,no
30,management,single,tertiary,no,347,22,aug,229,2,-1,0,unknown,no,no,no
46,blue-collar,married,primary,no,-44,22,aug,16,13,-1,0,unknown,no,no,yes
30,technician,single,tertiary,no,1109,22,aug,215,2,-1,0,unknown,no,no,no
53,blue-collar,married,tertiary,no,0,22,aug,107,2,-1,0,unknown,no,no,no
50,self-employed,married,primary,no,0,22,aug,125,4,-1,0,unknown,no,no,no
59,retired,married,unknown,no,575,22,aug,146,3,-1,0,unknown,no,no,no
42,self-employed,married,secondary,no,357,22,aug,94,4,-1,0,unknown,no,no,no
56,management,married,tertiary,no,4889,22,aug,705,4,-1,0,unknown,no,no,no
55,blue-collar,married,primary,no,419,22,aug,33,8,-1,0,unknown,no,no,no
49,management,single,tertiary,no,0,22,aug,205,4,-1,0,unknown,no,no,no
34,management,single,tertiary,no,478,22,aug,73,2,-1,0,unknown,no,yes,no
31,technician,single,secondary,no,1,22,aug,107,2,-1,0,unknown,no,no,no
53,technician,married,secondary,no,0,22,aug,77,9,-1,0,unknown,no,no,no
34,technician,married,secondary,yes,-172,22,aug,177,2,-1,0,unknown,no,no,no
32,management,single,tertiary,no,334,22,aug,944,14,-1,0,unknown,no,no,no
31,management,single,tertiary,no,10215,22,aug,139,2,-1,0,unknown,no,no,no
57,technician,married,secondary,no,20,22,aug,119,2,-1,0,unknown,no,no,no
48,management,married,tertiary,no,1335,22,aug,492,7,-1,0,unknown,no,no,no
37,management,married,tertiary,no,31,22,aug,72,2,-1,0,unknown,no,no,no
38,technician,married,tertiary,no,0,22,aug,82,6,-1,0,unknown,no,no,no
59,management,divorced,secondary,no,0,22,aug,125,2,-1,0,unknown,no,no,no
49,admin.,married,secondary,no,0,22,aug,115,2,-1,0,unknown,no,no,no
41,management,married,tertiary,no,23,22,aug,80,2,-1,0,unknown,no,no,no
33,management,married,tertiary,no,4570,22,aug,1258,2,-1,0,unknown,yes,no,no
35,management,married,tertiary,no,-126,22,aug,82,2,-1,0,unknown,no,no,no
32,technician,single,secondary,no,34,22,aug,210,2,-1,0,unknown,no,no,no
30,management,married,secondary,no,0,22,aug,78,2,-1,0,unknown,no,no,no
35,management,single,secondary,no,1048,22,aug,362,2,-1,0,unknown,no,no,no
53,blue-collar,married,secondary,no,25,22,aug,528,2,-1,0,unknown,yes,no,no
43,technician,married,secondary,no,221,22,aug,73,2,-1,0,unknown,no,no,no
